pdfsize,pages,title characters,images,obj,endobj,stream,endstream,xref,trailer,startxref,ObjStm,JS,OBS_JS,Javascript,OBS_Javascript,OpenAction,OBS_OpenAction,Acroform,OBS_Acroform,class,Evasive
9.378,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
16.311,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.543,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
7.889,1,0,0,10,3,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.531,1,0,0,7,4,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
2.125,1,0,0,9,3,2,2,0,1,0,0,1,0,2,0,0,0,0,0,1,0
10.585,0,0,0,15,15,13,13,0,0,1,8,0,0,0,0,0,0,1,0,1,0
4.104,1,0,0,13,13,2,2,1,1,1,0,2,0,3,0,1,0,1,0,1,0
15.512,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
15.37,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.215,1,0,0,10,3,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.2,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
37.618,1,0,0,10,3,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
10.067,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
16.433,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
2.002,1,0,0,9,3,2,2,0,1,0,0,1,0,2,0,0,0,0,0,1,0
8.166,1,0,0,10,3,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.255,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
15.155,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
14.957,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
969.411,1,0,1,30,30,27,27,0,0,2,5,0,0,0,0,0,0,1,0,1,0
8.293,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.254,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.405,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
14.702,0,0,0,9,9,2,2,0,1,1,0,1,0,2,0,0,0,0,0,1,0
13.409,1,0,0,5,5,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0
7.618,1,8,0,9,9,1,1,1,1,1,0,1,0,2,0,1,0,0,0,1,0
7.624,1,8,0,9,9,1,1,1,1,1,0,1,0,2,0,1,0,0,0,1,0
2.112,1,0,0,9,3,2,2,0,1,0,0,1,0,2,0,0,0,0,0,1,0
2.495,1,0,0,4,4,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0
9.474,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.106,1,0,0,10,3,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.526,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.0,1,0,0,10,3,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.87,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
5.663,1,0,0,7,7,1,1,1,1,1,0,2,0,3,0,1,0,0,0,1,0
158.81,3,0,1,48,48,25,25,1,1,5,8,0,0,0,0,1,0,0,0,1,0
7.796,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.646,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.517,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
7.885,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
17.925,1,13,0,9,9,1,1,1,1,1,0,1,0,2,0,1,0,0,0,1,0
8.35,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
2.675,1,0,0,9,3,2,2,0,1,0,0,1,0,2,0,0,0,0,0,1,0
9.57,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.211,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.465,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
3.03,1,0,0,4,4,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0
8.418,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.082,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.388,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
14.771,0,0,0,9,9,2,2,0,1,1,0,1,0,2,0,0,0,0,0,1,0
15.13,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
2.011,1,0,0,9,3,2,2,0,1,0,0,1,0,2,0,0,0,0,0,1,0
9.744,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.282,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.867,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
14.957,1,7,0,19,19,9,9,1,1,1,0,0,0,0,0,0,0,1,0,1,0
8.216,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.381,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.322,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
17.05,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
100.214,1,0,0,37,37,9,9,1,1,1,0,4,0,5,0,0,0,1,0,1,0
133.006,1,0,0,8,8,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
16.205,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
16.241,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.406,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
37.87,1,0,0,10,3,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
11.863,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.751,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
88.863,1,0,0,7,7,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0
38.779,10,17,0,27,27,10,10,1,1,1,0,1,0,2,0,1,0,0,0,1,0
9.389,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.395,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
7.922,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
15.181,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
12.713,1,0,0,8,2,2,2,1,1,1,0,0,1,1,0,1,0,0,0,1,0
9.304,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
2.706,1,0,0,7,6,2,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
15.788,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
15.356,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.076,1,6,0,9,9,1,1,1,1,1,0,1,0,2,0,1,0,0,0,1,0
8.984,1,17,0,9,9,1,1,1,1,1,0,1,0,2,0,1,0,0,0,1,0
4.146,1,0,0,7,6,2,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
8.379,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.44,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.901,1,8,0,9,9,1,1,1,1,1,0,1,0,2,0,1,0,0,0,1,0
12.233,1,0,0,8,1,2,2,1,1,1,0,0,1,1,0,1,0,0,0,1,0
15.338,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
13.109,1,0,0,8,2,2,2,1,1,1,0,0,1,1,0,1,0,0,0,1,0
7.63,1,8,0,9,9,1,1,1,1,1,0,1,0,2,0,1,0,0,0,1,0
9.216,1,0,0,4,4,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0
8.08,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
137.016,6,8,0,72,72,25,25,3,3,5,5,1,0,2,0,1,0,0,0,1,0
11.565,5,0,0,25,25,4,4,1,1,1,0,1,0,1,0,1,0,0,0,1,0
14.935,1,0,0,15,15,2,2,1,1,1,0,1,0,2,0,0,0,1,0,1,0
31.354,3,20,0,23,23,7,7,1,1,1,0,3,0,4,0,1,0,0,0,1,0
9.544,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
17.796,1,5,0,9,9,1,1,1,1,1,0,1,0,2,0,1,0,0,0,1,0
9.442,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.016,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.544,1,8,0,9,9,1,1,1,1,1,0,1,0,2,0,1,0,0,0,1,0
9.337,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.803,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
7.745,3,82,0,16,16,4,4,1,1,1,0,1,0,2,0,1,0,0,0,1,0
9.742,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
5.074,1,0,0,15,15,2,2,1,1,1,0,1,0,2,0,0,0,1,0,1,0
17.041,9,19,0,28,28,10,10,1,1,1,0,1,0,2,0,1,0,0,0,1,0
8.417,1,0,0,10,3,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
14.983,1,7,0,19,19,9,9,1,1,1,0,0,0,0,0,0,0,1,0,1,0
9.42,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.818,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
6.572,1,0,0,15,15,2,2,1,1,1,0,2,0,3,0,1,0,1,0,1,0
13.256,1,0,0,8,2,2,2,1,1,1,0,0,1,1,0,1,0,0,0,1,0
2.869,1,0,0,11,3,3,3,0,1,0,0,3,0,4,0,0,0,0,0,1,0
9.17,1,14,0,9,9,1,1,1,1,1,0,1,0,2,0,1,0,0,0,1,0
31.204,1,6,0,9,9,1,1,1,1,1,0,1,0,2,0,1,0,0,0,1,0
42.29,1,0,0,10,3,3,3,1,1,1,0,0,1,1,0,1,0,0,0,1,0
9.415,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.686,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
5.518,1,14,0,27,27,5,5,2,2,2,1,1,0,1,0,1,0,0,0,1,0
38.098,1,0,0,10,3,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.235,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
534.524,10,0,0,42,42,12,12,1,1,1,0,3,0,4,0,0,0,1,0,1,0
5.678,1,0,0,4,4,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0
8.133,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
15.472,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
16.573,1,4,0,14,14,6,6,1,1,1,0,3,0,4,0,0,0,0,0,1,0
83.222,1,0,0,21,21,6,6,1,1,1,0,3,0,4,0,0,0,1,0,1,0
32.303,6,30,0,27,27,9,9,1,1,1,0,2,0,3,0,1,0,0,0,1,0
9.376,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
13.39,1,0,0,5,5,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0
9.903,1,0,0,8,2,2,2,1,1,1,0,0,1,1,0,1,0,0,0,1,0
8.471,1,0,0,10,3,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
17.081,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
14.981,1,7,0,19,19,9,9,1,1,1,0,0,0,0,0,0,0,1,0,1,0
8.313,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
78.348,1,0,0,5,5,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0
9.675,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
4.077,1,0,0,13,13,2,2,1,1,1,0,2,0,3,0,1,0,1,0,1,0
10.619,15,0,0,19,19,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.802,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
56.173,21,28,0,54,54,22,22,1,1,1,0,1,0,2,0,1,0,0,0,1,0
15.577,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
2.403,1,0,0,9,3,2,2,0,1,0,0,1,0,2,0,0,0,0,0,1,0
9.564,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.537,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
38.243,1,28,0,16,16,1,1,1,1,1,0,1,0,2,0,1,0,0,0,1,0
9.299,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
15.121,7,18,0,24,24,8,8,1,1,1,0,1,0,2,0,1,0,0,0,1,0
18.02,1,13,0,9,9,1,1,1,1,1,0,1,0,2,0,1,0,0,0,1,0
8.122,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.104,1,0,0,4,4,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0
11.171,1,0,0,15,15,2,2,1,1,1,0,1,0,2,0,0,0,1,0,1,0
1.981,1,0,0,9,3,2,2,0,1,0,0,1,0,2,0,0,0,0,0,1,0
374.508,5,36,16,106,106,52,52,2,2,2,4,1,0,2,0,0,0,0,0,1,0
8.374,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
3.641,1,0,0,4,4,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0
4.111,1,0,0,13,13,2,2,1,1,1,0,2,0,3,0,1,0,1,0,1,0
240.872,1,0,2,47,47,41,41,0,0,3,9,0,0,0,0,0,0,2,0,1,0
8.475,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.247,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
12.001,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
235.475,1,0,0,15,15,12,11,0,0,2,4,0,0,0,0,1,0,0,0,1,0
7.906,1,0,0,10,10,2,2,1,1,1,0,1,0,2,0,0,0,0,0,1,0
12.505,1,0,0,8,1,2,2,1,1,1,0,0,1,1,0,1,0,0,0,1,0
175.476,2,84,1,25,25,8,8,2,2,2,0,1,0,2,0,0,0,0,0,1,0
12.082,1,0,0,8,1,2,2,1,1,1,0,0,1,1,0,1,0,0,0,1,0
15.939,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
14.963,1,7,0,19,19,9,9,1,1,1,0,0,0,0,0,0,0,1,0,1,0
9.255,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
80.065,1,0,0,9,2,2,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0
8.285,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
367.708,2,0,0,22,22,8,8,3,3,3,1,1,0,1,0,1,0,0,0,1,0
4.556,2,11,0,12,12,3,3,1,1,1,0,1,0,2,0,1,0,0,0,1,0
213.407,3,8,0,53,53,18,18,3,3,5,5,1,0,2,0,1,0,0,0,1,0
16.452,1,4,0,14,14,6,6,1,1,1,0,3,0,4,0,0,0,0,0,1,0
10.23,1,0,0,15,15,2,2,1,1,1,0,2,0,3,0,1,0,1,0,1,0
10.046,1,0,0,15,15,2,2,1,1,1,0,2,0,3,0,1,0,1,0,1,0
17.335,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
303.833,3,0,0,68,68,54,53,0,0,10,18,4,0,2,0,0,0,0,0,1,0
77.109,0,0,0,9,9,2,2,0,1,1,0,1,0,2,0,0,0,0,0,1,0
2.687,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15.943,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
5.201,1,0,0,7,1,1,1,0,1,0,0,1,0,2,0,0,0,0,0,1,0
8.182,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.477,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
14.842,1,0,0,15,15,2,2,1,1,1,0,1,0,2,0,0,0,1,0,1,0
9.232,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.136,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
17.717,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.697,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.264,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.313,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.649,31,0,0,35,35,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.24,1,18,0,9,9,1,1,1,1,1,0,1,0,2,0,1,0,0,0,1,0
8.25,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
12.815,1,0,0,8,2,2,2,1,1,1,0,0,1,1,0,1,0,0,0,1,0
16.962,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
78.055,0,0,0,9,9,2,2,0,1,1,0,1,0,2,0,0,0,0,0,1,0
1.433,1,0,0,9,2,2,2,0,1,0,0,2,0,3,0,0,0,0,0,1,0
8.278,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
7.882,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
15.589,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.258,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.495,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
3.088,0,0,0,4,4,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.768,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
5.244,1,0,0,15,15,2,2,1,1,1,0,1,0,2,0,0,0,1,0,1,0
9.291,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.715,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
1.472,1,0,0,11,3,3,3,0,1,0,0,3,0,4,0,0,0,0,0,1,0
8.221,1,0,0,10,3,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
9.795,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
17.428,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
17.208,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
694.4,1,23,0,27,27,7,7,3,3,4,0,2,0,3,0,0,0,2,0,1,0
873.031,2,0,1,21,21,16,16,0,0,3,5,1,0,1,0,1,0,0,0,1,0
8.318,1,0,0,9,9,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
1.898,1,0,0,9,3,2,2,0,1,0,0,1,0,2,0,0,0,0,0,1,0
74.357,0,0,0,9,9,2,2,0,1,1,0,1,0,2,0,0,0,0,0,1,0
9.325,1,0,0,8,2,2,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0
8.155,1,0,0,10,3,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
37.533,1,0,0,10,3,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0
