pdfsize,pages,title characters,images,obj,endobj,stream,endstream,xref,trailer,startxref,ObjStm,JS,OBS_JS,Javascript,OBS_Javascript,OpenAction,OBS_OpenAction,Acroform,OBS_Acroform,class,Evasive
1426.146,70,0,2,372,372,134,134,1,1,1,0,1,0,1,0,1,0,1,0,1,1
748.222,69,8,1,356,356,121,121,1,1,1,0,1,0,1,0,1,0,0,0,1,1
637.723,68,0,1,344,344,125,125,1,1,1,0,1,0,1,0,1,0,1,0,1,1
637.197,69,0,1,351,351,126,126,1,1,1,0,1,0,1,0,0,0,1,0,1,1
676.447,69,0,2,372,372,134,134,1,1,1,0,1,0,1,0,1,0,1,0,1,1
1430.314,70,0,2,372,372,134,134,1,1,1,0,1,0,1,0,1,0,1,0,1,1
621.319,72,8,2,324,324,109,109,1,1,1,0,1,0,1,0,1,0,0,0,1,1
786.894,69,0,1,363,363,129,129,1,1,1,0,3,0,1,0,0,0,1,0,1,1
771.258,68,0,0,388,388,141,141,1,1,1,0,1,0,1,0,0,0,1,0,1,1
1461.377,202,8,0,715,715,233,233,1,1,1,0,1,0,1,0,0,0,0,0,1,1
63.677,1,0,1,19,19,9,9,1,1,1,0,1,0,1,0,0,0,1,0,1,1
716.777,72,0,2,363,363,125,125,1,1,1,0,1,0,1,0,1,0,0,0,1,1
769.15,69,8,0,322,322,110,110,1,1,1,0,1,0,1,0,1,0,1,0,1,1
643.317,69,0,1,351,351,125,125,1,1,1,0,1,0,1,0,1,0,1,0,1,1
1430.611,70,8,2,377,377,134,134,1,1,1,0,1,0,1,0,1,0,1,0,1,1
650.842,67,0,1,315,315,112,112,1,1,1,0,1,0,1,0,0,0,1,0,1,1
726.67,72,0,1,361,361,123,123,1,1,1,0,1,0,1,0,1,0,0,0,1,1
675.561,69,0,2,377,377,135,135,1,1,1,0,1,0,1,0,0,0,1,0,1,1
65.551,1,0,1,19,19,8,8,1,1,1,0,2,0,2,0,1,0,1,0,1,1
1461.462,202,8,0,716,716,233,233,1,1,1,0,1,0,1,0,1,0,0,0,1,1
691.998,69,0,2,378,378,149,149,1,1,1,0,3,0,1,0,0,0,1,0,1,1
718.025,69,8,1,354,354,124,124,1,1,1,0,1,0,1,0,1,0,1,0,1,1
669.247,69,0,2,375,375,134,134,1,1,1,0,1,0,1,0,0,0,1,0,1,1
718.835,68,0,1,353,353,126,126,1,1,1,0,1,0,1,0,0,0,1,0,1,1
470.038,68,0,0,228,228,72,72,1,1,1,0,1,0,1,0,0,0,1,0,1,1
638.329,68,0,1,348,348,126,126,1,1,1,0,3,0,1,0,0,0,1,0,1,1
687.365,70,8,2,378,378,135,135,1,1,1,0,1,0,1,0,1,0,1,0,1,1
666.724,69,0,1,350,350,126,126,1,1,1,0,1,0,1,0,1,0,1,0,1,1
681.415,69,0,0,300,300,104,104,1,1,1,0,1,0,1,0,1,0,1,0,1,1
642.31,69,8,1,350,350,125,125,1,1,1,0,1,0,1,0,1,0,1,0,1,1
469.944,67,0,0,227,227,72,72,1,1,1,0,1,0,1,0,0,0,0,0,1,1
721.159,72,8,2,368,368,125,125,1,1,1,0,1,0,1,0,1,0,0,0,1,1
719.791,68,0,1,348,348,125,125,1,1,1,0,1,0,1,0,1,0,1,0,1,1
720.169,72,0,2,368,368,127,127,1,1,1,0,1,0,1,0,0,0,0,0,1,1
744.88,75,0,1,360,360,123,123,1,1,1,0,1,0,1,0,1,0,0,0,1,1
712.147,69,0,2,377,377,136,136,1,1,1,0,1,0,1,0,1,0,1,0,1,1
642.559,69,8,1,351,351,125,125,1,1,1,0,1,0,1,0,1,0,1,0,1,1
1426.149,70,0,2,372,372,134,134,1,1,1,0,1,0,1,0,1,0,1,0,1,1
631.403,69,0,1,351,351,125,125,1,1,1,0,1,0,1,0,0,0,1,0,1,1
71.363,2,8,1,13,13,4,4,1,1,1,0,1,0,1,0,1,0,0,0,1,1
63.668,1,0,1,19,19,9,9,1,1,1,0,1,0,1,0,0,0,1,0,1,1
680.16,81,34,3,371,371,133,133,1,1,1,0,1,0,1,0,1,0,1,0,1,1
731.838,70,0,2,299,299,101,101,1,1,1,0,1,0,1,0,1,0,1,0,1,1
748.144,69,8,1,356,356,121,121,1,1,1,0,1,0,1,0,1,0,0,0,1,1
691.31,70,0,2,378,378,137,137,1,1,1,0,1,0,1,0,1,0,1,0,1,1
470.687,67,0,0,223,223,71,71,1,1,1,0,1,0,1,0,1,0,0,0,1,1
769.135,69,8,0,322,322,110,110,1,1,1,0,1,0,1,0,1,0,1,0,1,1
676.551,68,12,2,342,342,119,119,1,1,1,0,1,0,1,0,0,0,1,0,1,1
632.135,69,0,1,345,345,124,124,1,1,1,0,1,0,1,0,1,0,1,0,1,1
716.922,72,0,2,368,368,126,126,1,1,1,0,1,0,1,0,0,0,0,0,1,1
615.933,72,0,2,324,324,110,110,1,1,1,0,1,0,1,0,0,0,0,0,1,1
637.18,69,0,1,351,351,126,126,1,1,1,0,1,0,1,0,0,0,1,0,1,1
703.225,69,0,2,377,377,136,136,1,1,1,0,1,0,1,0,1,0,1,0,1,1
689.586,68,0,2,342,342,122,122,1,1,1,0,1,0,1,0,1,0,1,0,1,1
505.829,68,0,0,229,229,73,73,1,1,1,0,1,0,1,0,1,0,0,0,1,1
643.932,68,0,1,346,346,126,126,1,1,1,0,1,0,1,0,1,0,1,0,1,1
704.636,68,8,2,371,371,130,130,1,1,1,0,1,0,1,0,1,0,1,0,1,1
763.844,68,0,0,321,321,111,111,1,1,1,0,1,0,1,0,0,0,1,0,1,1
1065.16,135,8,0,508,508,167,167,1,1,1,0,1,0,1,0,1,0,0,0,1,1
683.357,67,0,0,307,307,106,106,1,1,1,0,1,0,1,0,0,0,1,0,1,1
759.621,77,0,1,345,345,120,120,1,1,1,0,1,0,1,0,0,0,1,0,1,1
509.287,68,0,0,230,230,74,74,1,1,1,0,1,0,1,0,1,0,0,0,1,1
682.989,71,0,2,379,379,136,136,1,1,1,0,1,0,1,0,0,0,1,0,1,1
1499.307,202,0,0,718,718,236,236,1,1,1,0,1,0,1,0,1,0,0,0,1,1
669.255,69,0,2,375,375,134,134,1,1,1,0,1,0,1,0,0,0,1,0,1,1
637.207,69,0,1,351,351,126,126,1,1,1,0,1,0,1,0,0,0,1,0,1,1
606.13,70,0,2,294,294,101,101,1,1,1,0,1,0,1,0,1,0,1,0,1,1
606.076,70,0,2,294,294,101,101,1,1,1,0,1,0,1,0,1,0,1,0,1,1
646.558,68,0,2,340,340,120,120,1,1,1,0,1,0,1,0,0,0,1,0,1,1
1460.518,70,0,2,377,377,136,136,1,1,1,0,1,0,1,0,1,0,1,0,1,1
1461.516,202,8,0,716,716,233,233,1,1,1,0,1,0,1,0,1,0,0,0,1,1
643.97,68,0,1,346,346,126,126,1,1,1,0,1,0,1,0,1,0,1,0,1,1
637.43,68,0,1,346,346,125,125,1,1,1,0,1,0,1,0,0,0,1,0,1,1
687.443,70,8,2,378,378,135,135,1,1,1,0,1,0,1,0,1,0,1,0,1,1
769.144,69,8,0,322,322,110,110,1,1,1,0,1,0,1,0,1,0,1,0,1,1
795.725,67,0,0,322,322,111,111,1,1,1,0,1,0,1,0,0,0,1,0,1,1
786.139,69,0,1,361,361,128,128,1,1,1,0,1,0,1,0,0,0,1,0,1,1
642.037,68,0,1,342,342,124,124,1,1,1,0,1,0,1,0,1,0,1,0,1,1
712.628,68,0,1,353,353,125,125,1,1,1,0,1,0,1,0,0,0,1,0,1,1
1457.055,202,0,0,711,711,233,233,1,1,1,0,1,0,1,0,1,0,0,0,1,1
1095.613,135,0,0,509,509,169,169,1,1,1,0,1,0,1,0,1,0,0,0,1,1
631.545,69,0,1,351,351,125,125,1,1,1,0,1,0,1,0,0,0,1,0,1,1
64.356,1,0,1,19,19,9,9,1,1,1,0,1,0,1,0,0,0,1,0,1,1
775.191,68,0,0,384,384,140,140,1,1,1,0,1,0,1,0,1,0,1,0,1,1
763.682,68,0,0,321,321,111,111,1,1,1,0,1,0,1,0,0,0,1,0,1,1
548.173,69,0,0,274,274,92,92,1,1,1,0,1,0,1,0,1,0,0,0,1,1
632.18,69,0,1,345,345,124,124,1,1,1,0,1,0,1,0,1,0,1,0,1,1
505.653,68,0,0,229,229,73,73,1,1,1,0,1,0,1,0,1,0,0,0,1,1
637.064,69,0,1,350,350,124,124,1,1,1,0,1,0,1,0,1,0,1,0,1,1
682.042,70,0,2,378,378,136,136,1,1,1,0,1,0,1,0,0,0,1,0,1,1
638.856,69,0,1,351,351,126,126,1,1,1,0,1,0,1,0,0,0,1,0,1,1
791.597,70,8,1,362,362,127,127,1,1,1,0,1,0,1,0,1,0,1,0,1,1
705.19,69,0,2,375,375,135,135,1,1,1,0,1,0,1,0,1,0,1,0,1,1
597.768,68,0,1,306,306,108,108,1,1,1,0,1,0,1,0,1,0,1,0,1,1
1427.472,76,0,2,382,382,136,136,1,1,1,0,1,0,1,0,1,0,1,0,1,1
64.585,1,0,1,14,14,8,8,1,1,1,0,1,0,1,0,1,0,1,0,1,1
636.758,69,8,1,351,351,124,124,1,1,1,0,1,0,1,0,1,0,1,0,1,1
642.889,69,8,1,347,347,124,124,1,1,1,0,1,0,1,0,1,0,1,0,1,1
609.869,68,0,1,310,310,109,109,1,1,1,0,1,0,1,0,1,0,1,0,1,1
505.681,67,0,0,229,229,73,73,1,1,1,0,1,0,1,0,1,0,0,0,1,1
638.726,68,0,1,346,346,125,125,1,1,1,0,1,0,1,0,1,0,1,0,1,1
1430.617,70,8,2,377,377,134,134,1,1,1,0,1,0,1,0,1,0,1,0,1,1
646.403,68,0,2,340,340,120,120,1,1,1,0,1,0,1,0,0,0,1,0,1,1
680.945,70,8,2,378,378,134,134,1,1,1,0,1,0,1,0,1,0,1,0,1,1
637.189,69,0,1,351,351,126,126,1,1,1,0,1,0,1,0,0,0,1,0,1,1
718.747,68,0,1,353,353,126,126,1,1,1,0,1,0,1,0,0,0,1,0,1,1
67.546,1,0,1,12,12,5,5,1,1,1,0,1,0,1,0,0,0,0,0,1,1
748.394,68,0,2,348,348,125,125,1,1,1,0,1,0,1,0,1,0,1,0,1,1
1394.82,69,0,2,376,376,134,134,1,1,1,0,1,0,1,0,0,0,1,0,1,1
638.218,69,0,1,346,346,125,125,1,1,1,0,1,0,1,0,1,0,1,0,1,1
61.686,1,0,1,8,8,4,4,1,1,1,0,1,0,1,0,1,0,1,0,1,1
476.119,68,12,0,228,228,71,71,1,1,1,0,1,0,1,0,1,0,0,0,1,1
686.669,70,55,2,381,381,134,134,1,1,1,0,1,0,1,0,1,0,1,0,1,1
682.993,71,0,2,379,379,136,136,1,1,1,0,1,0,1,0,0,0,1,0,1,1
505.405,68,0,0,229,229,73,73,1,1,1,0,1,0,1,0,1,0,1,0,1,1
732.183,69,8,0,320,320,109,109,1,1,1,0,1,0,1,0,1,0,1,0,1,1
718.06,69,8,1,354,354,124,124,1,1,1,0,1,0,1,0,1,0,1,0,1,1
642.313,69,8,1,350,350,125,125,1,1,1,0,1,0,1,0,1,0,1,0,1,1
712.611,68,0,1,353,353,125,125,1,1,1,0,1,0,1,0,0,0,1,0,1,1
760.486,77,0,1,340,340,119,119,1,1,1,0,1,0,1,0,1,0,1,0,1,1
617.095,68,0,1,316,316,111,111,1,1,1,0,1,0,1,0,1,0,1,0,1,1
637.192,69,0,1,351,351,126,126,1,1,1,0,1,0,1,0,0,0,1,0,1,1
788.162,69,0,1,363,363,129,129,1,1,1,0,3,0,1,0,0,0,1,0,1,1
1496.271,69,8,1,369,369,131,131,1,1,1,0,1,0,1,0,1,0,1,0,1,1
654.894,68,0,1,342,342,124,124,1,1,1,0,1,0,1,0,1,0,1,0,1,1
704.821,69,0,2,375,375,135,135,1,1,1,0,1,0,1,0,1,0,1,0,1,1
687.419,70,8,2,378,378,135,135,1,1,1,0,1,0,1,0,1,0,1,0,1,1
654.075,68,0,1,347,347,125,125,1,1,1,0,1,0,1,0,0,0,1,0,1,1
1456.898,68,0,2,379,379,136,136,1,1,1,0,1,0,1,0,0,0,1,0,1,1
644.57,68,0,1,350,350,128,128,1,1,1,0,1,0,1,0,1,0,1,0,1,1
471.371,68,0,0,224,224,72,72,1,1,1,0,1,0,1,0,1,0,0,0,1,1
470.095,67,0,0,227,227,72,72,1,1,1,0,1,0,1,0,0,0,0,0,1,1
1456.003,202,0,0,715,715,234,234,1,1,1,0,1,0,1,0,0,0,0,0,1,1
505.692,67,0,0,229,229,73,73,1,1,1,0,1,0,1,0,1,0,0,0,1,1
722.284,71,0,2,379,379,137,137,1,1,1,0,1,0,1,0,1,0,1,0,1,1
598.666,68,0,1,310,310,110,110,1,1,1,0,1,0,1,0,1,0,1,0,1,1
547.966,69,0,0,273,273,92,92,1,1,1,0,1,0,1,0,1,0,0,0,1,1
1399.792,69,8,2,376,376,133,133,1,1,1,0,1,0,1,0,1,0,1,0,1,1
738.258,68,0,2,371,371,132,132,1,1,1,0,1,0,1,0,1,0,1,0,1,1
63.665,1,0,1,19,19,9,9,1,1,1,0,1,0,1,0,0,0,1,0,1,1
672.488,69,0,1,351,351,127,127,1,1,1,0,1,0,1,0,1,0,1,0,1,1
718.014,69,8,1,354,354,124,124,1,1,1,0,1,0,1,0,1,0,1,0,1,1
517.91,69,8,0,273,273,90,90,1,1,1,0,1,0,1,0,1,0,0,0,1,1
676.651,69,0,1,351,351,127,127,1,1,1,0,1,0,1,0,1,0,1,0,1,1
672.958,69,0,1,351,351,127,127,1,1,1,0,1,0,1,0,1,0,1,0,1,1
644.034,68,0,1,346,346,126,126,1,1,1,0,1,0,1,0,1,0,1,0,1,1
1426.248,70,0,2,372,372,134,134,1,1,1,0,1,0,1,0,1,0,1,0,1,1
718.674,68,0,1,353,353,126,126,1,1,1,0,1,0,1,0,0,0,1,0,1,1
1461.356,202,8,0,715,715,233,233,1,1,1,0,1,0,1,0,0,0,0,0,1,1
680.391,69,0,1,353,353,128,128,1,1,1,0,1,0,1,0,1,0,1,0,1,1
801.19,68,8,0,323,323,110,110,1,1,1,0,1,0,1,0,1,0,1,0,1,1
1456.012,202,0,0,715,715,234,234,1,1,1,0,1,0,1,0,0,0,0,0,1,1
1457.332,68,0,2,379,379,136,136,1,1,1,0,1,0,1,0,0,0,1,0,1,1
645.253,69,0,1,352,352,127,127,1,1,1,0,1,0,1,0,1,0,1,0,1,1
512.475,69,0,0,273,273,91,91,1,1,1,0,1,0,1,0,0,0,0,0,1,1
505.577,68,0,0,229,229,73,73,1,1,1,0,1,0,1,0,1,0,0,0,1,1
611.138,70,13,2,299,299,101,101,1,1,1,0,1,0,1,0,1,0,1,0,1,1
508.553,68,0,0,228,228,73,73,1,1,1,0,1,0,1,0,1,0,0,0,1,1
655.066,68,0,1,347,347,125,125,1,1,1,0,1,0,1,0,0,0,1,0,1,1
770.582,68,0,0,388,388,141,141,1,1,1,0,1,0,1,0,0,0,1,0,1,1
1394.422,69,0,2,376,376,134,134,1,1,1,0,1,0,1,0,0,0,1,0,1,1
675.707,69,0,2,377,377,135,135,1,1,1,0,1,0,1,0,0,0,1,0,1,1
638.88,68,0,1,351,351,127,127,1,1,1,0,3,0,1,0,0,0,1,0,1,1
631.786,69,0,1,351,351,125,125,1,1,1,0,1,0,1,0,0,0,1,0,1,1
683.554,71,0,2,360,360,126,126,1,1,1,0,1,0,1,0,0,0,1,0,1,1
682.842,71,0,2,379,379,136,136,1,1,1,0,1,0,1,0,0,0,1,0,1,1
622.082,72,0,2,324,324,109,109,1,1,1,0,1,0,1,0,1,0,0,0,1,1
676.628,69,0,2,372,372,134,134,1,1,1,0,1,0,1,0,1,0,1,0,1,1
505.565,68,0,0,229,229,73,73,1,1,1,0,1,0,1,0,1,0,0,0,1,1
684.288,76,0,2,383,383,137,137,1,1,1,0,1,0,1,0,1,0,1,0,1,1
681.7,68,0,2,340,340,121,121,1,1,1,0,1,0,1,0,1,0,1,0,1,1
637.191,69,0,1,351,351,126,126,1,1,1,0,1,0,1,0,0,0,1,0,1,1
680.496,69,0,0,305,305,105,105,1,1,1,0,1,0,1,0,0,0,1,0,1,1
1494.753,68,0,1,363,363,130,130,1,1,1,0,1,0,1,0,1,0,1,0,1,1
712.752,68,0,1,353,353,125,125,1,1,1,0,1,0,1,0,0,0,1,0,1,1
673.05,69,0,1,351,351,127,127,1,1,1,0,1,0,1,0,1,0,1,0,1,1
638.365,68,0,1,348,348,126,126,1,1,1,0,3,0,1,0,0,0,1,0,1,1
791.549,70,8,1,362,362,127,127,1,1,1,0,1,0,1,0,1,0,1,0,1,1
712.761,68,0,1,353,353,125,125,1,1,1,0,1,0,1,0,0,0,1,0,1,1
597.704,68,0,1,306,306,108,108,1,1,1,0,1,0,1,0,1,0,1,0,1,1
636.352,68,0,1,349,349,126,126,1,1,1,0,2,0,1,0,0,0,1,0,1,1
1060.77,135,0,0,503,503,167,167,1,1,1,0,1,0,1,0,1,0,0,0,1,1
66.125,2,8,1,14,14,4,4,1,1,1,0,1,0,1,0,1,0,1,0,1,1
653.402,69,0,2,342,342,120,120,1,1,1,0,1,0,1,0,1,0,1,0,1,1
655.915,68,0,2,337,337,120,120,1,1,1,0,1,0,1,0,1,0,1,0,1,1
681.032,70,8,2,378,378,134,134,1,1,1,0,1,0,1,0,1,0,1,0,1,1
718.326,71,0,2,379,379,137,137,1,1,1,0,1,0,1,0,1,0,1,0,1,1
1430.223,69,0,2,376,376,135,135,1,1,1,0,1,0,1,0,1,0,1,0,1,1
642.886,69,8,1,347,347,124,124,1,1,1,0,1,0,1,0,1,0,1,0,1,1
614.986,68,0,1,315,315,109,109,1,1,1,0,1,0,1,0,1,0,1,0,1,1
769.147,69,8,0,322,322,110,110,1,1,1,0,1,0,1,0,1,0,1,0,1,1
71.285,2,8,1,13,13,4,4,1,1,1,0,1,0,1,0,1,0,0,0,1,1
505.578,68,0,0,229,229,73,73,1,1,1,0,1,0,1,0,1,0,0,0,1,1
66.674,1,0,1,14,14,6,6,1,1,1,0,3,0,1,0,0,0,0,0,1,1
685.944,70,8,0,306,306,104,104,1,1,1,0,1,0,1,0,1,0,1,0,1,1
674.638,69,8,2,375,375,133,133,1,1,1,0,1,0,1,0,1,0,1,0,1,1
724.166,69,8,1,354,354,125,125,1,1,1,0,1,0,1,0,1,0,1,0,1,1
1268.861,68,0,0,281,281,97,97,1,1,1,0,1,0,1,0,1,0,0,0,1,1
670.395,69,0,2,375,375,134,134,1,1,1,0,1,0,1,0,0,0,1,0,1,1
1399.813,69,8,2,376,376,133,133,1,1,1,0,1,0,1,0,1,0,1,0,1,1
801.541,68,0,2,434,434,176,176,1,1,1,0,4,0,1,0,0,0,1,0,1,1
1065.148,135,8,0,508,508,167,167,1,1,1,0,1,0,1,0,1,0,0,0,1,1
694.489,75,55,2,390,390,135,135,1,1,1,0,1,0,1,0,1,0,1,0,1,1
597.801,68,0,1,306,306,108,108,1,1,1,0,1,0,1,0,1,0,1,0,1,1
642.571,69,8,1,351,351,125,125,1,1,1,0,1,0,1,0,1,0,1,0,1,1
724.157,69,8,1,354,354,125,125,1,1,1,0,1,0,1,0,1,0,1,0,1,1
699.643,68,0,2,371,371,131,131,1,1,1,0,1,0,1,0,0,0,1,0,1,1
636.617,69,8,1,350,350,124,124,1,1,1,0,1,0,1,0,1,0,1,0,1,1
505.455,67,0,0,229,229,73,73,1,1,1,0,1,0,1,0,1,0,0,0,1,1
785.336,68,0,2,409,409,178,178,1,1,1,0,3,0,1,0,0,0,1,0,1,1
670.315,69,0,1,350,350,126,126,1,1,1,0,1,0,1,0,1,0,1,0,1,1
676.445,69,0,1,351,351,127,127,1,1,1,0,1,0,1,0,1,0,1,0,1,1
687.564,70,8,2,379,379,135,135,1,1,1,0,1,0,1,0,1,0,1,0,1,1
1425.229,70,0,2,377,377,135,135,1,1,1,0,1,0,1,0,0,0,1,0,1,1
685.344,68,0,2,340,340,121,121,1,1,1,0,1,0,1,0,1,0,1,0,1,1
751.456,72,0,2,368,368,127,127,1,1,1,0,1,0,1,0,1,0,0,0,1,1
656.668,68,0,1,316,316,111,111,1,1,1,0,1,0,1,0,1,0,1,0,1,1
674.653,69,8,2,375,375,133,133,1,1,1,0,1,0,1,0,1,0,1,0,1,1
786.258,68,0,2,353,353,127,127,1,1,1,0,1,0,1,0,1,0,1,0,1,1
682.185,70,0,2,379,379,136,136,1,1,1,0,1,0,1,0,0,0,1,0,1,1
795.219,67,0,0,322,322,111,111,1,1,1,0,2,0,1,0,0,0,1,0,1,1
482.709,67,0,0,225,225,71,71,1,1,1,0,1,0,0,1,1,0,0,0,1,1
638.822,68,0,1,346,346,125,125,1,1,1,0,1,0,1,0,1,0,1,0,1,1
690.576,68,0,2,342,342,122,122,1,1,1,0,1,0,1,0,1,0,1,0,1,1
1457.144,202,0,0,711,711,233,233,1,1,1,0,1,0,1,0,1,0,0,0,1,1
787.152,69,0,1,356,356,127,127,1,1,1,0,1,0,1,0,1,0,1,0,1,1
644.008,68,0,1,346,346,126,126,1,1,1,0,1,0,1,0,1,0,1,0,1,1
770.573,68,0,0,388,388,141,141,1,1,1,0,1,0,1,0,0,0,1,0,1,1
1430.014,69,0,2,376,376,135,135,1,1,1,0,1,0,1,0,1,0,1,0,1,1
743.574,69,0,1,350,350,121,121,1,1,1,0,1,0,1,0,1,0,0,0,1,1
638.797,68,0,1,353,353,127,127,1,1,1,0,3,0,1,0,0,0,1,0,1,1
685.04,69,0,0,300,300,104,104,1,1,1,0,1,0,1,0,1,0,1,0,1,1
1425.241,70,0,2,377,377,135,135,1,1,1,0,1,0,1,0,0,0,1,0,1,1
795.712,67,0,0,322,322,111,111,1,1,1,0,1,0,1,0,0,0,1,0,1,1
470.742,68,0,0,223,223,71,71,1,1,1,0,1,0,1,0,1,0,0,0,1,1
673.753,69,0,1,352,352,127,127,1,1,1,0,1,0,1,0,1,0,1,0,1,1
1456.91,68,0,2,379,379,136,136,1,1,1,0,1,0,1,0,0,0,1,0,1,1
788.289,69,26,1,394,394,141,141,1,1,1,0,1,0,1,0,1,0,1,0,1,1
672.641,69,0,1,351,351,127,127,1,1,1,0,1,0,1,0,1,0,1,0,1,1
724.941,69,0,1,354,354,125,125,1,1,1,0,1,0,1,0,1,0,1,0,1,1
608.827,68,0,1,315,315,110,110,1,1,1,0,1,0,1,0,0,0,1,0,1,1
656.428,69,36,2,357,357,126,126,1,1,1,0,1,0,1,0,1,0,1,0,1,1
597.774,68,0,1,306,306,108,108,1,1,1,0,1,0,1,0,1,0,1,0,1,1
654.071,68,0,1,347,347,125,125,1,1,1,0,1,0,1,0,0,0,1,0,1,1
642.286,69,8,1,350,350,125,125,1,1,1,0,1,0,1,0,1,0,1,0,1,1
505.583,68,0,0,229,229,73,73,1,1,1,0,1,0,1,0,1,0,1,0,1,1
734.836,68,0,2,371,371,132,132,1,1,1,0,1,0,1,0,1,0,1,0,1,1
718.074,69,8,1,354,354,124,124,1,1,1,0,1,0,1,0,1,0,1,0,1,1
713.495,68,0,1,355,355,126,126,1,1,1,0,3,0,1,0,0,0,1,0,1,1
470.096,67,0,0,227,227,72,72,1,1,1,0,1,0,1,0,0,0,0,0,1,1
666.625,69,0,1,350,350,126,126,1,1,1,0,1,0,1,0,1,0,1,0,1,1
759.458,77,0,1,345,345,120,120,1,1,1,0,1,0,1,0,0,0,1,0,1,1
646.407,68,0,2,340,340,120,120,1,1,1,0,1,0,1,0,0,0,1,0,1,1
720.867,68,0,1,355,355,127,127,1,1,1,0,3,0,1,0,0,0,1,0,1,1
505.29,68,0,0,229,229,73,73,1,1,1,0,1,0,1,0,1,0,0,0,1,1
1399.825,69,8,2,376,376,133,133,1,1,1,0,1,0,1,0,1,0,1,0,1,1
